id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5,ic2_,quantile_ic3
101290,MO,Male,152.0,0,0,80,3,3.0,160,174.0,195,225.0,9249.0,Low,"(-0.001, 287.0]"
22779,SC,Male,535.0,2,0,75,12,20.0,189,192.0,204,221.0,8017.0,Low,"(-0.001, 287.0]"
138689,AZ,Female,975.0,4,2,38,13,25.0,261,335.0,325,419.0,13670.0,Low,"(287.0, 365.0]"
99066,IL,Male,206.0,0,1,63,4,5.0,116,164.0,194,228.0,8204.0,Low,"(-0.001, 287.0]"
148141,CA,Female,3576.0,96,14,50,11,14.0,661,768.0,729,826.0,29413.0,High,"(479.75, 1311.0]"
186456,OR,Female,589.0,1,2,51,5,5.0,277,331.0,321,364.0,12713.0,Low,"(287.0, 365.0]"
158935,CA,Female,1781.0,33,59,24,7,5.0,170,186.0,252,178.0,14039.0,Low,"(-0.001, 287.0]"
145275,CA,Female,3833.0,93,29,27,12,20.0,365,426.0,461,508.0,31120.0,Moderate,"(365.0, 479.75]"
173744,HI,Female,798.0,2,14,55,20,20.0,234,252.0,297,321.0,10082.0,Low,"(287.0, 365.0]"
179683,WA,Female,1108.0,4,3,63,21,25.0,371,395.0,393,408.0,13661.0,Moderate,"(365.0, 479.75]"
188421,OR,Male,704.0,0,4,48,7,10.0,359,370.0,392,405.0,13482.0,Low,"(365.0, 479.75]"
123699,TX,Female,1077.0,2,5,55,7,10.0,751,733.0,766,762.0,28799.0,Moderate,"(479.75, 1311.0]"
23930,SC,Male,891.0,7,2,60,4,5.0,489,516.0,595,655.0,26220.0,Moderate,"(479.75, 1311.0]"
46153,FL,Female,933.0,5,5,19,10,15.0,224,290.0,333,406.0,14946.0,Low,"(287.0, 365.0]"
179863,WA,Male,1253.0,7,12,57,9,10.0,325,454.0,374,447.0,15635.0,Moderate,"(365.0, 479.75]"
87395,MT,Female,842.0,3,2,50,15,20.0,264,286.0,370,388.0,15084.0,Low,"(365.0, 479.75]"
86779,ND,Female,331.0,0,1,61,10,11.0,165,172.0,232,266.0,9324.0,Low,"(-0.001, 287.0]"
25214,NC,Female,1823.0,43,1,62,12,25.0,544,552.0,552,567.0,21265.0,Moderate,"(479.75, 1311.0]"
79641,WI,Female,1244.0,25,1,64,9,12.0,672,713.0,743,776.0,25036.0,Moderate,"(479.75, 1311.0]"
186307,CA,Male,1158.286574654956,3,2,58,16,20.0,345,388.0,417,438.0,15915.0,Moderate,"(365.0, 479.75]"
34174,WV,Female,529.0,0,0,80,6,12.0,198,218.0,257,291.0,10816.0,Low,"(-0.001, 287.0]"
101388,MO,Male,526.0,0,0,89,5,10.0,340,348.0,321,342.0,9687.0,Low,"(287.0, 365.0]"
159472,CA,Female,621.0,0,43,41,11,15.0,231,237.0,272,279.0,6184.0,Low,"(-0.001, 287.0]"
179143,WA,Male,1688.0,35,2,63,23,25.0,496,520.0,521,564.0,22963.0,Moderate,"(479.75, 1311.0]"
150799,CA,Male,1158.286574654956,8,19,51,7,15.0,257,275.0,376,393.0,10990.0,Low,"(365.0, 479.75]"
135983,AZ,Female,638.0,0,0,26,4,7.0,213,236.0,220,226.0,9836.0,Low,"(-0.001, 287.0]"
22817,SC,Female,451.0,0,0,96,16,10.0,211,227.0,245,264.0,7676.0,Low,"(-0.001, 287.0]"
123972,TX,Female,496.0,2,2,74,5,5.0,359,405.0,462,496.0,21791.0,Moderate,"(365.0, 479.75]"
81520,WI,Female,428.0,0,0,63,8,10.0,215,250.0,264,308.0,10674.0,Low,"(-0.001, 287.0]"
185309,MI,Female,629.0,0,6,69,5,7.0,434,444.0,445,439.0,14381.0,Moderate,"(365.0, 479.75]"
6555,FL,Male,3125.0,90,42,15,6,10.0,616,759.0,714,817.0,37628.0,High,"(479.75, 1311.0]"
20341,NC,Male,1427.0,27,3,36,7,3.0,367,435.0,456,525.0,24023.0,Moderate,"(365.0, 479.75]"
30629,GA,Female,680.0,0,2,70,10,17.0,248,238.0,320,383.0,15732.0,Low,"(287.0, 365.0]"
38392,FL,Female,1158.286574654956,11,67,26,20,20.0,408,415.0,452,464.0,13050.0,Moderate,"(365.0, 479.75]"
122090,TX,Male,405.0,0,6,65,4,20.0,279,340.0,349,381.0,10716.0,Low,"(287.0, 365.0]"
159623,WI,Female,397.0,0,1,84,9,20.0,217,294.0,259,315.0,11627.0,Low,"(-0.001, 287.0]"
103290,MO,Male,736.0,0,4,62,9,16.0,617,646.0,654,761.0,25623.0,Moderate,"(479.75, 1311.0]"
154745,CA,Male,996.0,4,2,60,10,5.0,309,419.0,382,452.0,14797.0,Moderate,"(365.0, 479.75]"
184549,AK,Male,1040.0,0,6,24,20,25.0,507,569.0,566,590.0,21442.0,Moderate,"(479.75, 1311.0]"
162494,CA,Male,2375.0,88,18,60,21,30.0,435,516.0,465,514.0,17574.0,Moderate,"(365.0, 479.75]"
45873,FL,Female,402.0,0,8,17,6,8.0,168,251.0,199,240.0,10003.0,Low,"(-0.001, 287.0]"
14831,AR,Female,374.0,0,2,73,8,10.0,223,242.0,254,276.0,9291.0,Low,"(-0.001, 287.0]"
160610,CA,Female,848.0,1,7,39,15,15.0,368,397.0,392,412.0,13741.0,Moderate,"(365.0, 479.75]"
44243,FL,Female,1603.0,38,7,13,12,20.0,308,346.0,445,525.0,24259.0,Low,"(365.0, 479.75]"
41537,FL,Female,742.0,0,7,37,14,50.0,396,424.0,450,470.0,15356.0,Moderate,"(365.0, 479.75]"
56120,MS,Female,518.0,0,1,58,6,15.0,330,370.0,353,393.0,14374.0,Low,"(287.0, 365.0]"
15648,NC,Female,2490.0,57,5,54,8,20.0,379,459.0,546,649.0,26456.0,Moderate,"(479.75, 1311.0]"
14608,CA,Female,2556.0,88,14,27,12,15.0,490,670.0,610,744.0,40178.0,Moderate,"(479.75, 1311.0]"
9053,CA,Female,3081.0,89,11,63,13,20.0,446,514.0,485,510.0,15984.0,Moderate,"(479.75, 1311.0]"
137971,AZ,Female,582.0,0,3,40,20,25.0,163,193.0,188,229.0,8173.0,Low,"(-0.001, 287.0]"
83497,MN,Female,375.0,0,1,82,15,15.0,167,215.0,216,265.0,9007.0,Low,"(-0.001, 287.0]"
169640,CA,Female,1248.0,3,14,58,6,8.0,371,394.0,384,401.0,13104.0,Moderate,"(365.0, 479.75]"
169903,CA,U,2598.0,74,9,36,8,15.0,470,557.0,562,661.0,31631.0,Moderate,"(479.75, 1311.0]"
172175,CA,Female,658.0,0,16,59,11,10.0,166,143.0,206,212.0,7704.0,Low,"(-0.001, 287.0]"
145905,CA,Male,2328.0,74,20,47,25,20.0,346,469.0,434,493.0,17417.0,Moderate,"(365.0, 479.75]"
136385,AZ,Male,1239.0,15,2,24,6,5.0,241,287.0,337,382.0,14783.0,Low,"(287.0, 365.0]"
15038,NC,Male,849.0,0,1,66,12,25.0,457,508.0,470,519.0,16386.0,Moderate,"(365.0, 479.75]"
40786,FL,Male,1163.0,14,8,33,11,5.0,402,446.0,495,552.0,19090.0,Moderate,"(479.75, 1311.0]"
2935,IL,Female,1609.0,33,9,63,22,25.0,504,592.0,579,663.0,23852.0,Moderate,"(479.75, 1311.0]"
132983,WY,Male,1611.0,38,2,25,10,15.0,320,404.0,404,456.0,18475.0,Moderate,"(365.0, 479.75]"
104747,KS,Female,706.0,0,3,31,8,10.0,391,458.0,434,493.0,19160.0,Moderate,"(365.0, 479.75]"
92772,FL,Female,860.0,0,8,8,18,5.0,294,322.0,329,348.0,15425.0,Low,"(287.0, 365.0]"
64522,IN,Male,648.0,3,1,72,8,10.0,304,349.0,358,396.0,14750.0,Low,"(287.0, 365.0]"
175719,OR,Male,749.0,0,4,56,8,5.0,316,339.0,378,412.0,15051.0,Low,"(365.0, 479.75]"
56318,KY,Female,2008.0,50,0,74,5,5.0,788,863.0,782,832.0,39749.0,High,"(479.75, 1311.0]"
113736,OK,Female,706.0,7,0,68,12,20.0,439,470.0,467,500.0,17192.0,Moderate,"(365.0, 479.75]"
165366,CA,Male,5567.0,99,10,59,25,30.0,1094,1189.0,1045,1093.0,52169.0,Very High,"(479.75, 1311.0]"
73371,MI,Female,363.0,0,1,89,5,10.0,256,298.0,288,331.0,12080.0,Low,"(287.0, 365.0]"
145895,CA,Female,2679.0,78,11,55,9,15.0,445,470.0,535,572.0,20693.0,Moderate,"(479.75, 1311.0]"
5366,CA,Female,1522.0,16,6,55,13,20.0,426,425.0,462,437.0,14334.0,Moderate,"(365.0, 479.75]"
37090,FL,Male,1363.0,24,18,23,13,20.0,491,524.0,581,616.0,23656.0,Moderate,"(479.75, 1311.0]"
427,FL,Male,709.0,0,3,8,9,10.0,256,271.0,291,327.0,13576.0,Low,"(287.0, 365.0]"
220,IL,Male,550.0,0,1,71,5,8.0,387,427.0,467,502.0,20210.0,Moderate,"(365.0, 479.75]"
39246,FL,Female,1093.0,2,6,30,4,5.0,364,424.0,392,441.0,15640.0,Moderate,"(365.0, 479.75]"
85853,MN,Male,542.0,0,2,79,7,20.0,280,305.0,303,320.0,10254.0,Low,"(287.0, 365.0]"
97829,IL,Male,819.0,2,1,65,4,10.0,371,432.0,407,471.0,15719.0,Moderate,"(365.0, 479.75]"
118831,TX,Female,850.0,0,6,51,20,20.0,440,468.0,470,511.0,17825.0,Moderate,"(365.0, 479.75]"
178597,WA,Female,2132.0,54,6,53,13,22.0,632,714.0,721,761.0,27547.0,Moderate,"(479.75, 1311.0]"
152509,CA,Female,1725.0,24,4,52,13,20.0,394,408.0,425,444.0,14032.0,Moderate,"(365.0, 479.75]"
61232,IN,Female,1057.0,2,3,57,9,10.0,425,489.0,482,530.0,17343.0,Moderate,"(479.75, 1311.0]"
27714,GA,Male,1458.0,10,6,34,6,9.0,643,660.0,635,688.0,21122.0,Moderate,"(479.75, 1311.0]"
170473,CA,Male,1194.0,21,3,63,15,20.0,247,307.0,311,349.0,13998.0,Low,"(287.0, 365.0]"
176454,OR,Female,426.0,0,1,55,23,23.0,213,240.0,255,272.0,9590.0,Low,"(-0.001, 287.0]"
73685,MI,Male,641.0,0,2,87,8,10.0,255,336.0,317,371.0,12503.0,Low,"(287.0, 365.0]"
75153,IA,Male,750.0,25,4,66,10,13.0,118,366.0,152,325.0,11638.0,Low,"(-0.001, 287.0]"
98731,IL,Female,1462.0,4,8,57,15,15.0,600,639.0,627,655.0,21328.0,Moderate,"(479.75, 1311.0]"
81600,WI,Female,582.0,1,0,54,9,5.0,173,195.0,212,231.0,8740.0,Low,"(-0.001, 287.0]"
104467,KS,Male,640.0,0,3,31,3,3.0,168,292.0,232,302.0,11377.0,Low,"(-0.001, 287.0]"
190647,MN,Female,460.0,0,0,82,7,10.0,200,279.0,258,321.0,10559.0,Low,"(-0.001, 287.0]"
790,IL,Male,580.0,0,0,86,8,15.0,286,343.0,324,377.0,12400.0,Low,"(287.0, 365.0]"
153319,CA,Female,1510.0,10,15,26,20,35.0,414,522.0,450,528.0,23110.0,Moderate,"(365.0, 479.75]"
21769,NC,Male,598.0,1,1,77,8,9.0,253,294.0,301,338.0,11918.0,Low,"(287.0, 365.0]"
57419,KY,Female,910.0,1,2,56,7,10.0,484,492.0,525,537.0,17977.0,Moderate,"(479.75, 1311.0]"
107195,NE,Female,480.0,0,1,62,15,10.0,254,359.0,306,394.0,12217.0,Low,"(287.0, 365.0]"
139062,AZ,Female,592.0,0,2,19,10,20.0,227,210.0,264,267.0,9711.0,Low,"(-0.001, 287.0]"
147529,NC,Female,279.0,0,0,88,25,20.0,154,163.0,194,207.0,5922.0,Low,"(-0.001, 287.0]"
52574,Tennessee,Female,619.0,1,4,67,8,12.0,172,247.0,277,329.0,10705.0,Low,"(-0.001, 287.0]"
41482,FL,Female,513.0,1,7,39,3,5.0,210,234.0,260,283.0,9233.0,Low,"(-0.001, 287.0]"
165287,CA,Male,2811.0,72,8,60,17,22.0,524,577.0,599,645.0,23861.0,Moderate,"(479.75, 1311.0]"
41569,FL,Female,1079.0,2,6,36,10,18.0,347,714.0,519,756.0,24541.0,Moderate,"(479.75, 1311.0]"
1959,CA,Female,2670.0,82,18,29,35,50.0,394,493.0,461,574.0,24896.0,Moderate,"(365.0, 479.75]"
182490,GU,Male,0.0,0,0,0,6,10.0,0,0.0,0,0.0,0.0,Low,"(-0.001, 287.0]"
87680,MT,Female,828.0,10,2,46,8,12.0,236,264.0,306,329.0,12366.0,Low,"(287.0, 365.0]"
16643,NC,Female,895.0,1,2,58,13,12.5,422,458.0,452,492.0,18352.0,Moderate,"(365.0, 479.75]"
27338,GA,U,456.0,0,0,50,5,7.0,223,267.0,272,325.0,10736.0,Low,"(-0.001, 287.0]"
155907,CA,Female,713.0,2,10,23,13,15.0,212,235.0,237,276.0,11909.0,Low,"(-0.001, 287.0]"
144050,CA,Male,5982.0,99,34,41,22,22.0,1500,1500.0,1214,1228.0,106273.0,Very High,"(479.75, 1311.0]"
108420,LA,Female,650.0,0,6,75,8,13.0,139,131.0,243,238.0,9698.0,Low,"(-0.001, 287.0]"
21373,NC,Female,498.0,1,0,86,5,7.0,243,284.0,285,326.0,11462.0,Low,"(-0.001, 287.0]"
61108,IN,Male,399.0,0,2,78,7,7.0,217,309.0,279,347.0,11919.0,Low,"(-0.001, 287.0]"
87024,MT,Female,395.0,0,1,88,21,5.0,135,137.0,181,186.0,5225.0,Low,"(-0.001, 287.0]"
179673,WA,Male,1546.0,12,9,43,3,5.0,416,508.0,489,534.0,20632.0,Moderate,"(479.75, 1311.0]"
179606,WA,Female,1326.0,14,6,42,7,15.0,269,401.0,347,476.0,22329.0,Moderate,"(287.0, 365.0]"
144038,CA,Female,5000.0,98,40,21,20,50.0,405,618.0,541,711.0,33566.0,Moderate,"(479.75, 1311.0]"
5496,KY,Male,323.0,0,0,82,11,5.0,125,149.0,157,201.0,7798.0,Low,"(-0.001, 287.0]"
118805,TX,Female,1095.0,1,1,56,10,20.0,520,600.0,584,648.0,20341.0,Moderate,"(479.75, 1311.0]"
66300,MI,Male,675.0,0,4,79,11,14.0,178,249.0,254,303.0,13159.0,Low,"(-0.001, 287.0]"
168648,CA,Male,1685.0,34,7,41,7,14.0,265,340.0,325,408.0,18752.0,Low,"(287.0, 365.0]"
33420,FL,Male,702.0,1,8,45,12,25.0,403,423.0,419,468.0,14780.0,Moderate,"(365.0, 479.75]"
139141,NM,Male,601.0,1,1,69,13,25.0,206,225.0,251,289.0,9801.0,Low,"(-0.001, 287.0]"
182056,WA,Male,558.0,0,6,56,2,5.0,211,227.0,247,285.0,8733.0,Low,"(-0.001, 287.0]"
15384,NC,Female,452.0,0,0,88,10,15.0,219,246.0,261,268.0,8728.0,Low,"(-0.001, 287.0]"
171083,CA,Female,882.0,0,9,45,16,25.0,349,373.0,372,410.0,13153.0,Low,"(365.0, 479.75]"
171581,CA,Male,2644.0,56,4,58,12,5.0,440,447.0,555,566.0,18944.0,Moderate,"(479.75, 1311.0]"
13288,FL,Female,896.0,7,6,16,15,20.0,392,430.0,466,520.0,21975.0,Moderate,"(365.0, 479.75]"
102589,MO,Male,465.0,0,1,79,7,100.0,266,292.0,285,313.0,10037.0,Low,"(-0.001, 287.0]"
43119,FL,Female,845.0,13,6,10,6,9.0,334,351.0,496,511.0,25715.0,Low,"(479.75, 1311.0]"
167202,CA,Female,2907.0,88,1,59,9,15.0,420,514.0,463,547.0,18195.0,Moderate,"(365.0, 479.75]"
143332,CA,Male,1964.0,48,22,47,10,13.0,401,487.0,419,540.0,15640.0,Moderate,"(365.0, 479.75]"
126945,TX,Male,783.0,0,0,71,10,10.0,319,350.0,340,350.0,10631.0,Low,"(287.0, 365.0]"
137900,AZ,Male,483.0,0,7,46,4,5.0,198,231.0,245,283.0,9290.0,Low,"(-0.001, 287.0]"
47161,AL,Male,661.0,0,0,80,8,10.0,332,347.0,380,415.0,15892.0,Low,"(365.0, 479.75]"
48551,AL,Female,380.0,1,2,88,15,20.0,152,179.0,227,261.0,8807.0,Low,"(-0.001, 287.0]"
186482,NE,Male,670.0,0,0,65,7,15.0,410,413.0,432,433.0,13151.0,Moderate,"(365.0, 479.75]"
97537,IL,Male,316.0,0,1,86,4,4.0,200,256.0,237,278.0,9619.0,Low,"(-0.001, 287.0]"
175782,OR,Female,953.0,1,3,45,15,21.0,319,379.0,387,455.0,15729.0,Moderate,"(365.0, 479.75]"
2691,NV,Female,834.0,0,9,26,10,16.0,260,311.0,297,340.0,13687.0,Low,"(287.0, 365.0]"
39031,FL,Female,1200.0,4,9,26,7,15.0,537,613.0,576,643.0,22219.0,Moderate,"(479.75, 1311.0]"
94902,IL,Male,1031.0,0,34,56,30,30.0,305,390.0,383,437.0,15146.0,Moderate,"(365.0, 479.75]"
60104,NV,Female,891.0,0,3,18,8,5.0,442,446.0,439,440.0,13070.0,Moderate,"(365.0, 479.75]"
163843,CA,Male,3543.0,92,28,44,10,16.0,484,575.0,556,624.0,21140.0,Moderate,"(479.75, 1311.0]"
8768,CA,Male,1547.0,16,15,60,12,15.0,516,522.0,529,526.0,13896.0,Moderate,"(479.75, 1311.0]"
190626,FL,Male,768.0,7,6,41,8,10.0,174,201.0,220,249.0,7802.0,Low,"(-0.001, 287.0]"
145786,CA,Male,2126.0,63,7,61,7,20.0,498,510.0,489,523.0,13783.0,Moderate,"(479.75, 1311.0]"
1927,WA,Female,1133.0,6,3,36,13,15.0,615,626.0,651,681.0,22163.0,Moderate,"(479.75, 1311.0]"
157100,CA,Female,2556.0,88,14,27,17,27.0,490,670.0,610,744.0,40178.0,Moderate,"(479.75, 1311.0]"
166870,CA,Female,3700.0,91,14,58,12,14.0,444,583.0,559,667.0,31003.0,Moderate,"(479.75, 1311.0]"
108724,LA,Male,565.0,4,0,89,6,12.0,259,293.0,305,339.0,11314.0,Low,"(287.0, 365.0]"
62400,IN,Female,975.0,1,4,51,3,3.0,301,366.0,322,393.0,17572.0,Low,"(287.0, 365.0]"
19864,NC,Male,632.0,0,11,36,5,5.0,343,316.0,344,340.0,10586.0,Low,"(287.0, 365.0]"
11961,CA,Female,2645.0,87,26,46,21,25.0,644,655.0,682,697.0,20782.0,Moderate,"(479.75, 1311.0]"
20302,NC,U,401.0,0,1,89,3,1.0,202,259.0,243,289.0,9283.0,Low,"(-0.001, 287.0]"
188190,SC,Female,918.0,3,1,26,5,5.0,315,335.0,349,398.0,16983.0,Low,"(287.0, 365.0]"
174974,OR,Male,515.0,1,2,56,7,10.0,203,256.0,265,301.0,11169.0,Low,"(-0.001, 287.0]"
97315,IL,Male,875.0,0,0,79,7,14.0,221,218.0,243,241.0,8941.0,Low,"(-0.001, 287.0]"
111981,AR,Female,439.0,0,1,31,8,20.0,192,226.0,217,249.0,10106.0,Low,"(-0.001, 287.0]"
118361,TX,Female,962.0,3,0,45,9,10.0,389,369.0,415,409.0,15980.0,Low,"(365.0, 479.75]"
131434,CO,Female,862.0,1,5,25,20,20.0,247,301.0,283,316.0,11640.0,Low,"(-0.001, 287.0]"
55503,MS,Male,506.0,1,0,84,8,10.0,155,245.0,231,289.0,7983.0,Low,"(-0.001, 287.0]"
106862,NE,Female,600.0,1,1,62,3,10.0,362,377.0,392,426.0,13652.0,Moderate,"(365.0, 479.75]"
119315,TX,Female,345.0,0,28,62,8,13.0,202,206.0,208,209.0,5623.0,Low,"(-0.001, 287.0]"
27010,GA,U,952.0,1,2,46,10,16.0,468,521.0,526,565.0,18812.0,Moderate,"(479.75, 1311.0]"
186448,CA,Male,5725.0,97,13,22,5,10.0,610,763.0,698,807.0,53158.0,High,"(479.75, 1311.0]"
92348,IL,Female,2016.0,51,5,79,8,10.0,618,633.0,700,725.0,26626.0,Moderate,"(479.75, 1311.0]"
115179,OK,Female,660.0,0,2,59,15,10.0,328,405.0,375,394.0,13846.0,Moderate,"(365.0, 479.75]"
27039,GA,Female,562.0,1,0,75,15,15.0,280,300.0,311,341.0,10622.0,Low,"(287.0, 365.0]"
27968,GA,Female,3077.0,70,8,10,5,5.0,620,754.0,617,692.0,29524.0,High,"(479.75, 1311.0]"
86985,MT,Female,832.0,1,0,57,9,15.0,419,433.0,480,476.0,15659.0,Moderate,"(479.75, 1311.0]"
23989,SC,Female,517.0,0,0,83,8,15.0,197,266.0,243,317.0,11616.0,Low,"(-0.001, 287.0]"
155114,CA,Female,1176.0,10,2,54,9,14.0,251,314.0,308,373.0,13924.0,Low,"(287.0, 365.0]"
35914,FL,Male,693.0,7,1,24,4,2.0,373,457.0,413,463.0,16854.0,Moderate,"(365.0, 479.75]"
92148,IL,Male,1418.0,23,3,68,16,25.0,415,507.0,467,551.0,26282.0,Moderate,"(365.0, 479.75]"
94177,IL,Female,904.0,0,10,78,5,11.0,339,394.0,391,435.0,16711.0,Moderate,"(365.0, 479.75]"
24902,SC,Male,473.0,0,0,83,7,8.0,259,296.0,287,356.0,11727.0,Low,"(-0.001, 287.0]"
178433,ID,Male,605.0,3,2,38,19,35.0,213,241.0,269,303.0,10788.0,Low,"(-0.001, 287.0]"
18466,NC,Female,594.0,2,1,71,3,6.0,267,287.0,287,309.0,10466.0,Low,"(-0.001, 287.0]"
157425,CA,Male,0.0,0,0,0,22,25.0,0,0.0,0,0.0,0.0,Low,"(-0.001, 287.0]"
166891,CA,Male,4244.0,94,4,49,7,10.0,613,818.0,708,845.0,31903.0,High,"(479.75, 1311.0]"
54530,MS,Male,448.0,0,0,64,9,10.0,195,224.0,247,286.0,8183.0,Low,"(-0.001, 287.0]"
41819,FL,Male,467.0,0,6,33,10,15.0,192,261.0,261,323.0,10376.0,Low,"(-0.001, 287.0]"
148636,CA,Female,2392.0,74,43,27,11,10.0,257,365.0,316,406.0,13896.0,Low,"(287.0, 365.0]"
70090,MI,Female,313.0,0,0,68,11,21.0,284,281.0,292,329.0,14328.0,Low,"(287.0, 365.0]"
11704,IL,Male,128.0,0,7,76,8,10.0,309,345.0,340,363.0,13164.0,Low,"(287.0, 365.0]"
86775,ND,Male,253.0,0,1,89,4,10.0,195,215.0,234,261.0,8988.0,Low,"(-0.001, 287.0]"
124935,TX,Male,689.0,1,4,60,19,25.0,324,356.0,370,394.0,12916.0,Low,"(365.0, 479.75]"
147600,CA,Female,3514.0,94,23,53,5,5.0,671,732.0,717,746.0,30696.0,Moderate,"(479.75, 1311.0]"
101596,MO,Female,313.0,0,1,62,17,16.0,138,165.0,189,216.0,7617.0,Low,"(-0.001, 287.0]"
175000,OR,Female,944.0,3,2,45,13,17.0,355,350.0,430,454.0,14928.0,Low,"(365.0, 479.75]"
14798,CA,Female,1089.0,3,10,51,8,10.0,296,324.0,328,352.0,12998.0,Low,"(287.0, 365.0]"
120800,TX,Male,623.0,1,2,70,9,10.0,222,348.0,301,373.0,12743.0,Low,"(287.0, 365.0]"
187639,FL,Male,1327.0,6,6,18,8,10.0,527,573.0,564,649.0,23089.0,Moderate,"(479.75, 1311.0]"
142487,CA,Female,5438.0,95,30,43,15,20.0,881,967.0,928,1051.0,40432.0,High,"(479.75, 1311.0]"
134895,UT,Female,546.0,0,1,67,5,10.0,267,278.0,283,295.0,7072.0,Low,"(-0.001, 287.0]"
171205,CA,Female,1158.286574654956,4,4,71,7,12.0,205,221.0,337,388.0,22845.0,Low,"(287.0, 365.0]"
7451,SC,Female,608.0,1,2,43,14,22.0,229,350.0,268,362.0,13829.0,Low,"(-0.001, 287.0]"
95450,IL,Female,377.0,1,2,80,10,11.0,241,283.0,281,306.0,10701.0,Low,"(-0.001, 287.0]"
129598,CO,Male,756.0,0,2,45,23,37.0,405,423.0,394,430.0,15709.0,Moderate,"(365.0, 479.75]"
99268,IL,Male,377.0,0,0,71,9,15.0,256,304.0,275,309.0,11657.0,Low,"(-0.001, 287.0]"
82739,MN,Male,604.0,0,10,64,11,20.0,266,372.0,302,435.0,21127.0,Low,"(287.0, 365.0]"
81319,WI,Female,310.0,0,1,90,9,15.0,232,258.0,309,339.0,9741.0,Low,"(287.0, 365.0]"
1685,CA,Female,1130.0,9,7,63,14,20.0,333,383.0,385,431.0,15654.0,Moderate,"(365.0, 479.75]"
108781,LA,Female,703.0,5,4,65,15,24.0,322,394.0,353,417.0,15510.0,Moderate,"(287.0, 365.0]"
188999,ND,Male,696.0,0,2,84,5,5.0,376,407.0,377,418.0,13495.0,Moderate,"(365.0, 479.75]"
72936,MI,Male,457.0,0,3,87,9,20.0,244,272.0,278,306.0,9868.0,Low,"(-0.001, 287.0]"
143011,CA,Female,5727.0,99,25,32,5,5.0,694,1051.0,826,981.0,47422.0,High,"(479.75, 1311.0]"
66219,MI,Male,1139.0,8,3,72,35,50.0,630,676.0,670,713.0,27594.0,Moderate,"(479.75, 1311.0]"
159883,CA,Female,554.0,0,4,74,5,10.0,183,186.0,211,224.0,7394.0,Low,"(-0.001, 287.0]"
95525,IL,Male,606.0,1,1,72,37,30.0,304,322.0,320,350.0,13662.0,Low,"(287.0, 365.0]"
188778,FL,Female,635.0,1,5,31,13,20.0,225,248.0,269,291.0,10611.0,Low,"(-0.001, 287.0]"
55527,MS,Female,393.0,0,6,75,5,4.0,189,224.0,266,357.0,11906.0,Low,"(-0.001, 287.0]"
151788,CA,Female,1407.0,6,8,59,10,10.0,368,407.0,369,386.0,11969.0,Moderate,"(365.0, 479.75]"
173997,HI,Male,3500.0,86,24,50,20,20.0,365,521.0,486,588.0,27042.0,Moderate,"(479.75, 1311.0]"
145383,CA,Male,3617.0,96,15,52,6,10.0,549,558.0,614,599.0,19464.0,Moderate,"(479.75, 1311.0]"
176221,OR,Female,625.0,0,8,47,7,13.0,247,274.0,301,343.0,13242.0,Low,"(287.0, 365.0]"
50688,TN,Female,640.0,0,1,76,9,10.0,284,310.0,347,377.0,13077.0,Low,"(287.0, 365.0]"
69116,MI,Female,1151.0,2,0,88,15,20.0,483,496.0,551,595.0,18525.0,Moderate,"(479.75, 1311.0]"
72193,MI,Female,918.0,17,6,73,20,10.0,388,407.0,489,525.0,18658.0,Moderate,"(479.75, 1311.0]"
11611,CA,Male,1769.0,32,1,56,17,10.0,330,382.0,410,435.0,16587.0,Moderate,"(365.0, 479.75]"
46129,FL,Male,973.0,7,3,32,13,10.0,323,365.0,368,396.0,12469.0,Low,"(365.0, 479.75]"
52398,TN,Female,418.0,1,0,84,11,14.0,230,238.0,293,306.0,9690.0,Low,"(287.0, 365.0]"
190408,FL,Female,1158.286574654956,0,13,7,6,7.0,255,273.0,294,331.0,13727.0,Low,"(287.0, 365.0]"
145214,CA,Female,1778.0,30,7,45,13,20.0,393,502.0,445,513.0,17324.0,Moderate,"(365.0, 479.75]"
155528,CA,Female,1185.0,10,6,47,9,10.0,244,384.0,311,409.0,15753.0,Moderate,"(287.0, 365.0]"
94239,IL,Female,4750.0,81,27,40,10,15.0,250,285.0,314,378.0,17013.0,Low,"(287.0, 365.0]"
188054,CA,Female,2176.0,65,10,61,7,13.0,419,453.0,461,483.0,14484.0,Moderate,"(365.0, 479.75]"
128642,TX,Female,363.0,1,4,64,6,10.0,274,324.0,283,331.0,10120.0,Low,"(-0.001, 287.0]"
174422,OR,Female,1036.0,10,7,42,4,5.0,436,524.0,520,603.0,22334.0,Moderate,"(479.75, 1311.0]"
190035,TX,Female,899.0,0,2,53,10,10.0,504,500.0,510,502.0,17300.0,Moderate,"(479.75, 1311.0]"
140429,NM,Male,0.0,0,0,0,21,25.0,0,0.0,0,0.0,0.0,Low,"(-0.001, 287.0]"
168242,CA,Female,2741.0,87,5,62,12,12.0,414,453.0,467,461.0,18997.0,Moderate,"(365.0, 479.75]"
73873,MI,Male,1114.0,5,6,67,15,32.0,377,516.0,492,618.0,21787.0,Moderate,"(479.75, 1311.0]"
78270,WI,Male,277.0,0,0,48,10,15.0,169,173.0,219,221.0,6074.0,Low,"(-0.001, 287.0]"
